Date,Price
2024-12-11,25050.0
2024-12-12,25090.0
2024-12-13,24975.0
2024-12-16,24910.0
2024-12-17,24835.0
2024-12-18,24800.0
2024-12-19,24700.0
2024-12-20,24590.0
2024-12-23,24820.0
2024-12-24,24800.0
2024-12-25,24740.0
2024-12-26,25075.0
2024-12-27,25490.0
2024-12-30,25360.0
2025-01-06,25070.0
2025-01-07,25340.0
2025-01-08,25150.0
2025-01-09,25000.0
2025-01-10,24760.0
2025-01-14,24440.0
2025-01-15,24405.0
2025-01-16,24445.0
2025-01-17,24400.0
2025-01-20,24310.0
2025-01-21,24575.0
2025-01-22,24860.0
2025-01-23,25030.0
2025-01-24,24985.0
2025-01-27,25150.0
2025-01-28,25125.0
2025-01-29,25300.0
2025-01-30,25250.0
2025-01-31,25115.0
2025-02-03,24975.0
2025-02-04,24845.0
2025-02-05,24900.0
2025-02-06,24985.0
2025-02-07,24870.0
2025-02-10,24895.0
2025-02-12,24765.0
2025-02-13,25145.0
2025-02-14,25090.0
2025-02-17,25090.0
2025-02-18,25150.0
2025-02-19,25055.0
2025-02-20,24790.0
2025-02-21,24850.0
2025-02-25,24815.0
2025-02-26,24755.0
2025-02-27,24900.0
2025-02-28,24470.0
2025-03-03,24835.0
2025-03-04,24630.0
2025-03-05,24795.0
2025-03-06,24975.0
2025-03-07,24590.0
2025-03-10,24570.0
2025-03-11,24495.0
2025-03-12,24545.0
2025-03-13,24530.0
2025-03-14,24770.0
2025-03-17,25020.0
2025-03-18,25285.0
2025-03-19,25385.0
2025-03-21,25520.0
2025-03-24,25425.0
2025-03-25,25430.0
2025-03-26,25530.0
2025-03-27,25580.0
2025-03-28,25405.0
2025-03-31,25490.0
2025-04-01,24510.0
2025-04-02,24425.0
2025-04-03,23775.0
2025-04-04,22915.0
2025-04-07,21470.0
2025-04-08,22170.0
2025-04-09,21420.0
2025-04-10,22620.0
2025-04-11,22290.0
2025-04-14,22685.0
2025-04-15,22830.0
2025-04-16,22540.0
2025-04-17,23030.0
2025-04-18,23260.0
2025-04-21,23005.0
2025-04-22,23010.0
2025-04-23,23420.0
2025-04-24,23565.0
2025-04-25,23795.0
2025-04-28,24020.0
2025-04-30,24185.0
2025-05-01,24275.0
2025-05-02,24430.0
2025-05-07,24555.0
2025-05-08,24600.0
2025-05-09,24870.0
2025-05-12,24925.0
2025-05-13,24955.0
2025-05-14,24980.0
2025-05-15,24870.0
2025-05-16,24885.0
2025-05-19,24760.0
2025-05-20,24805.0
2025-05-21,24830.0
2025-05-22,24680.0
2025-05-23,24850.0
2025-05-26,25010.0
2025-05-27,25155.0
2025-05-28,25165.0
2025-05-29,25505.0
2025-05-30,25490.0
2025-06-02,25200.0
2025-06-03,25200.0
2025-06-04,25240.0
2025-06-05,24980.0
2025-06-06,25140.0
2025-06-09,25265.0
2025-06-10,25250.0
2025-06-11,25295.0
2025-06-12,25290.0
2025-06-13,25100.0
2025-06-16,25220.0
2025-06-17,25325.0
2025-06-18,25530.0
2025-06-19,25485.0
2025-06-20,25235.0
2025-06-23,25085.0
2025-06-24,25240.0
2025-06-25,25295.0
2025-06-26,25355.0
2025-06-27,25765.0
2025-06-30,25950.0
2025-07-01,25705.0
2025-07-02,25635.0
2025-07-03,25670.0
2025-07-04,25685.0
2025-07-07,25420.0
2025-07-08,25580.0
2025-07-09,25685.0
2025-07-10,25440.0
2025-07-11,25610.0
2025-07-14,25590.0
2025-07-15,25535.0
2025-07-16,25555.0
2025-07-17,25770.0
2025-07-18,25730.0
2025-07-22,25730.0
2025-07-23,26370.0
2025-07-24,26905.0
2025-07-25,26655.0
2025-07-28,26495.0
2025-07-29,26275.0
2025-07-30,26405.0
2025-07-31,26625.0
2025-08-01,26690.0
2025-08-04,26420.0
2025-08-05,26665.0
2025-08-06,26840.0
2025-08-07,27045.0
2025-08-08,27250.0
2025-08-12,27770.0
2025-08-13,27925.0
2025-08-14,27560.0
2025-08-15,27935.0
2025-08-18,28105.0
2025-08-19,28090.0
2025-08-20,27955.0
2025-08-21,27810.0
2025-08-22,27910.0
2025-08-25,28010.0
2025-08-26,27700.0
2025-08-27,27665.0
2025-08-28,27775.0
2025-08-29,27650.0
2025-09-01,27525.0
2025-09-02,27840.0
2025-09-03,27405.0
2025-09-04,27740.0
2025-09-05,27975.0
2025-09-08,28240.0
2025-09-09,28230.0
2025-09-10,28260.0
2025-09-11,28315.0
2025-09-12,28490.0
2025-09-16,28505.0
2025-09-17,28355.0
2025-09-18,28425.0
2025-09-19,28385.0
2025-09-22,28445.0
2025-09-24,28640.0
2025-09-25,28685.0
2025-09-26,28710.0
2025-09-29,28445.0
2025-09-30,28570.0
2025-10-01,28160.0
2025-10-02,28210.0
2025-10-03,28500.0
2025-10-06,29130.0
2025-10-07,29120.0
2025-10-08,29190.0
2025-10-09,29355.0
2025-10-10,28980.0
2025-10-14,28360.0
2025-10-15,28735.0
2025-10-16,28920.0
2025-10-17,28595.0
2025-10-20,29405.0
2025-10-21,29380.0
2025-10-22,29510.0
2025-10-23,29330.0
2025-10-24,29505.0
2025-10-27,30010.0
2025-10-28,29695.0
2025-10-29,29800.0
2025-10-30,29780.0
2025-10-31,30200.0
2025-11-04,29880.0
2025-11-05,29560.0
2025-11-06,29915.0
2025-11-07,29790.0
2025-11-10,29925.0
2025-11-11,29925.0
2025-11-12,30290.0
2025-11-13,30430.0
2025-11-14,30260.0
2025-11-17,30160.0
2025-11-18,29375.0
2025-11-19,29405.0
2025-11-20,29875.0
2025-11-21,29795.0
2025-11-25,29710.0
2025-11-26,30310.0
2025-11-27,30410.0
2025-11-28,30440.0
2025-12-01,30050.0
2025-12-02,30180.0
2025-12-03,30170.0
2025-12-04,30720.0
2025-12-05,30370.0
2025-12-08,30630.0
2025-12-09,30610.0
2025-12-10,30640.0
2025-12-11,30430.0
