Date,Price
2025-07-22,39774.92
2025-07-23,41171.32
2025-07-24,41826.34
2025-07-25,41456.23
2025-07-28,40998.27
2025-07-29,40674.55
2025-07-30,40654.7
2025-07-31,41069.82
2025-08-01,40799.6
2025-08-04,40290.7
2025-08-05,40549.54
2025-08-06,40794.86
2025-08-07,41059.15
2025-08-08,41820.48
2025-08-12,42718.17
2025-08-13,43274.67
2025-08-14,42649.26
2025-08-15,43378.31
2025-08-18,43714.31
2025-08-19,43546.29
2025-08-20,42888.55
2025-08-21,42610.17
2025-08-22,42633.29
2025-08-25,42807.82
2025-08-26,42394.4
2025-08-27,42520.27
2025-08-28,42828.79
2025-08-29,42718.47
2025-09-01,42188.79
2025-09-02,42310.49
2025-09-03,41938.89
2025-09-04,42580.27
2025-09-05,43018.75
2025-09-08,43643.81
2025-09-09,43459.29
2025-09-10,43837.67
2025-09-11,44372.5
2025-09-12,44768.12
2025-09-16,44902.27
2025-09-17,44790.38
2025-09-18,45303.43
2025-09-19,45045.81
2025-09-22,45493.66
2025-09-24,45630.31
2025-09-25,45754.93
2025-09-26,45354.99
2025-09-29,45043.75
2025-09-30,44932.63
2025-10-01,44550.85
2025-10-02,44936.73
2025-10-03,45769.5
2025-10-06,47944.76
2025-10-07,47950.88
2025-10-08,47734.99
2025-10-09,48580.44
2025-10-10,48088.8
2025-10-15,47672.67
2025-10-16,48277.74
2025-10-17,47582.15
2025-10-20,49185.5
2025-10-21,49316.06
2025-10-22,49307.79
2025-10-23,48641.61
2025-10-24,49299.65
2025-10-27,50512.32
2025-10-28,50219.18
2025-10-29,51307.65
2025-10-30,51325.61
2025-10-31,52411.34
2025-11-04,51497.2
2025-11-05,50212.27
2025-11-06,50883.68
2025-11-07,50276.37
2025-11-10,50911.76
2025-11-11,50842.93
2025-11-12,51063.31
2025-11-12,51063.31
2025-11-13,51281.83
2025-11-14,50376.53
2025-11-17,50323.91
2025-11-18,48702.98
2025-11-19,48537.7
2025-11-20,49823.94
2025-11-21,48625.88
2025-11-25,48659.52
2025-11-26,49559.07
2025-11-27,50167.1
2025-11-28,50253.91
2025-12-01,49303.28
2025-12-02,49303.45
2025-12-03,49864.68
2025-12-04,51028.42
2025-12-05,50491.87
2025-12-08,50581.94
2025-12-09,50655.1
2025-12-10,50602.8
