2511.T,2512.T,2853.T,1484.T,1364.T,1474.T,1493.T,1591.T,1592.T,1593.T,1599.T,159A.T,2017.T,2526.T,2567.T,1328.T,1632.T,1399.T,1478.T,1489.T,1494.T,1577.T,1651.T,2011.T,2084.T,2085.T,235A.T,2849.T,1681.T,2520.T,1477.T,1554.T,1657.T,2250.T,234A.T,2518.T,2564.T,2636.T,2643.T,2848.T,2851.T,1545.T,2087.T,2568.T,2569.T,2840.T,2841.T,2845.T,1547.T,1655.T,2086.T,2247.T,2248.T,2521.T,2558.T,2563.T,2630.T,2633.T,2634.T,1630.T,2092.T,2246.T,2259.T,2861.T,2862.T,181A.T,182A.T,183A.T,2015.T,2016.T,2090.T,2245.T,2647.T,2648.T,2838.T,2839.T,1626.T,1486.T,1487.T,1566.T,2256.T,2510.T,2519.T,2622.T,2527.T,2528.T,1343.T,1345.T,1398.T,1488.T,1555.T,1595.T,2018.T,2515.T,2552.T,2555.T,2556.T,2864.T,1698.T,1476.T,1597.T,1660.T,2096.T,2097.T,2098.T,210A.T,2517.T,2565.T,2852.T,2855.T
,,,,,,,,,,,,,,,,11660.9853515625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9506.3193359375,,,,,,,,,,,,,,,,,9617.03125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,11736.03515625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9619.7470703125,,,,,,,,,,,,,,,,,9643.466796875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,11875.029296875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9775.162109375,,,,,,,,,,,,,,,,,9787.0927734375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,11870.2607421875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9787.5205078125,,,,,,,,,,,,,,,,,10024.3740234375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,12035.4736328125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9883.51953125,,,,,,,,,,,,,,,,,10078.53515625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,12062.6455078125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9720.3291015625,,,,,,,,,,,,,,,,,10081.4365234375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,12089.41015625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9665.9873046875,,,,,,,,,,,,,,,,,10088.20703125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,11909.8271484375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9457.6220703125,,,,,,,,,,,,,,,,,10012.4443359375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,11594.724609375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9207.681640625,,,,,,,,,,,,,,,,,9913.0673828125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,11687.9560546875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9293.6142578125,,,,,,,,,,,,,,,,,9960.9423828125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,11836.212890625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9293.7783203125,,,,,,,,,,,,,,,,,9982.541015625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,11357.869140625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9116.0205078125,,,,,,,,,,,,,,,,,9900.251953125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,11706.3408203125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9228.7138671875,,,,,,,,,,,,,,,,,9978.4306640625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,11489.509765625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9152.1123046875,,,,,,,,,,,,,,,,,9862.8544921875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,11861.2705078125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9416.9453125,,,,,,,,,,,,,,,,,10017.19921875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,12066.595703125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9496.49609375,,,,,,,,,,,,,,,,,10115.205078125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,12507.140625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9560.0029296875,,,,,,,,,,,,,,,,,10060.318359375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,12446.123046875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9375.126953125,,,,,,,,,,,,,,,,,9957.154296875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,12706.3359375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9580.955078125,,,,,,,,,,,,,,,,,10004.705078125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,12628.8359375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9721.88671875,,,,,,,,,,,,,,,,,10000.8369140625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
