2511.T,2512.T,2853.T,1484.T,1364.T,1474.T,1493.T,1591.T,1592.T,1593.T,1599.T,159A.T,2017.T,2526.T,2567.T,1328.T,1632.T,1399.T,1478.T,1489.T,1494.T,1577.T,1651.T,2011.T,2084.T,2085.T,235A.T,2849.T,1681.T,2520.T,1477.T,1554.T,1657.T,2250.T,234A.T,2518.T,2564.T,2636.T,2643.T,2848.T,2851.T,1545.T,2087.T,2568.T,2569.T,2840.T,2841.T,2845.T,1547.T,1655.T,2086.T,2247.T,2248.T,2521.T,2558.T,2563.T,2630.T,2633.T,2634.T,1630.T,2092.T,2246.T,2259.T,2861.T,2862.T,181A.T,182A.T,183A.T,2015.T,2016.T,2090.T,2245.T,2647.T,2648.T,2838.T,2839.T,1626.T,1486.T,1487.T,1566.T,2256.T,2510.T,2519.T,2622.T,2527.T,2528.T,1343.T,1345.T,1398.T,1488.T,1555.T,1595.T,2018.T,2515.T,2552.T,2555.T,2556.T,2864.T,1698.T,1476.T,1597.T,1660.T,2096.T,2097.T,2098.T,210A.T,2517.T,2565.T,2852.T,2855.T
,866.9169921875,,1375.080810546875,15576.2705078125,13413.5927734375,13006.962890625,12867.494140625,1211.4610595703125,13690.537109375,13666.6650390625,,,,,3700.0,10658.5966796875,1387.2723388671875,1745.2677001953125,840.164794921875,15975.8017578125,18775.130859375,863.7977294921875,,,,,,1379.6927490234375,,1656.8028564453125,1861.056396484375,1897.2469482421875,,,841.7135009765625,,,,,,7819.56884765625,,,,,,,3027.8740234375,191.32252502441406,,,,,,,,,,20777.0,,,,,,,,,,,,,,,,,19376.240234375,15548.580078125,14896.4501953125,33444.53125,,959.3884887695312,,,,,1395.34521484375,1319.9202880859375,1317.60595703125,1305.9443359375,1246.1458740234375,1323.9464111328125,,746.9949951171875,,,,,1449.5452880859375,1334.953125,1317.58740234375,6888.51416015625,,,,,777.1560668945312,,,
,866.9169921875,,1385.0689697265625,15663.8876953125,13506.2158203125,13130.4462890625,12941.0693359375,1217.3096923828125,13783.7861328125,13734.828125,,,,,3695.0,10932.8994140625,1387.2723388671875,1757.2493896484375,844.484619140625,15991.3505859375,18907.04296875,874.176025390625,,,,,,1379.6927490234375,,1663.620849609375,1881.166015625,1925.0028076171875,,,845.9517822265625,,,,,,7848.67431640625,,,,,,,3046.53564453125,192.46978759765625,,,,,,,,,,20777.0,,,,,,,,,,,,,,,,,19446.697265625,15548.580078125,14896.4501953125,33478.421875,,959.3884887695312,,,,,1394.59228515625,1322.923583984375,1322.11328125,1307.418212890625,1248.5123291015625,1323.1966552734375,,761.0242309570312,,,,,1458.734130859375,1337.960205078125,1321.32861328125,6903.33056640625,,,,,777.1560668945312,,,
,864.2686767578125,,1377.5775146484375,15663.8876953125,13413.5927734375,13097.5166015625,12883.841796875,1214.8033447265625,13724.4453125,13734.828125,,,,,3700.0,10932.8994140625,1387.2723388671875,1742.0728759765625,840.164794921875,15905.833984375,18753.14453125,866.9910888671875,,,,,,1380.588623046875,,1661.0640869140625,1891.2208251953125,1907.095703125,,,850.190185546875,,,,,,7693.447265625,,,,,,,3032.539306640625,191.5872802734375,,,,,,,,,,20777.0,,,,,,,,,,,,,,,,,19446.697265625,15548.580078125,14896.4501953125,33275.109375,,959.3884887695312,,,,,1393.8392333984375,1319.1695556640625,1329.97216796875,1305.9443359375,1249.3004150390625,1326.195556640625,,755.5379638671875,,,,,1446.482177734375,1334.2015380859375,1327.802001953125,6903.33056640625,,,,,777.1560668945312,,,
,866.0342407226562,,1387.566162109375,15663.8876953125,13497.794921875,13196.3037109375,12924.71875,1216.4742431640625,13749.876953125,13734.828125,,,,,3690.0,10932.8994140625,1387.2723388671875,1744.46923828125,839.0850219726562,15952.4755859375,18819.103515625,866.9910888671875,,,,,,1384.1724853515625,,1661.0640869140625,1891.2208251953125,1908.885986328125,,,849.3424682617188,,,,,,7732.2548828125,,,,,,,3051.201171875,192.55799865722656,,,,,,,,,,20777.0,,,,,,,,,,,,,,,,,19446.697265625,15548.580078125,14896.4501953125,33275.109375,,959.3884887695312,,,,,1392.3333740234375,1320.6712646484375,1329.97216796875,1305.9443359375,1248.5123291015625,1326.195556640625,,761.0242309570312,,,,,1446.482177734375,1336.456787109375,1327.802001953125,6903.33056640625,,,,,777.1560668945312,,,
,866.0342407226562,,1392.5604248046875,15683.35546875,13531.4755859375,13237.46484375,12965.5927734375,1219.816162109375,13792.2607421875,13777.4296875,,,,,3690.0,10932.8994140625,1387.2723388671875,1746.0665283203125,842.3246459960938,15991.3505859375,18811.77734375,870.1842651367188,,,,,,1379.6927490234375,,1677.257080078125,1892.135009765625,1921.421142578125,,,849.3424682617188,,,,,,7809.8671875,,,,,,,3079.194091796875,194.322998046875,,,,,,,,,,21246.744140625,,,,,,,,,,,,,,,,,19446.697265625,15548.580078125,14896.4501953125,33241.234375,,959.3884887695312,,,,,1397.6043701171875,1322.923583984375,1329.97216796875,1310.3662109375,1249.3004150390625,1323.9464111328125,,764.1593017578125,,,,,1457.2021484375,1337.960205078125,1326.296630859375,6888.51416015625,,,,,777.1560668945312,,,
,866.9169921875,,1399.219482421875,15770.97265625,13607.259765625,13253.9287109375,13039.16796875,1224.8291015625,13851.60546875,13854.11328125,,,,,3700.0,10932.8994140625,1387.2723388671875,1754.05419921875,843.4046020507812,16123.5068359375,18921.701171875,874.176025390625,,,,,,1380.588623046875,,1685.780029296875,1902.1898193359375,1929.479248046875,,,853.5806274414062,,,,,,7858.3759765625,,,,,,,3088.524658203125,195.1171875,,,,,,,,,,21246.744140625,,,,,,,,,,,,,,,,,19798.994140625,15548.580078125,14896.4501953125,33342.88671875,,959.3884887695312,,,,,1393.086181640625,1321.421875,1329.97216796875,1308.8922119140625,1250.878173828125,1326.9449462890625,,756.3218994140625,,,,,1457.2021484375,1336.456787109375,1330.812744140625,6881.107421875,,,,,777.1560668945312,,,
,866.9169921875,,1382.5718994140625,15634.6806640625,13447.2734375,13196.3037109375,12908.3681640625,1214.8033447265625,13749.876953125,13734.828125,,,,,3700.0,10854.525390625,1387.2723388671875,1740.475341796875,841.2450561523438,16037.994140625,18797.115234375,869.385986328125,,,,,,1371.6297607421875,,1677.257080078125,1882.994140625,1916.048828125,,,851.0376586914062,,,,,,7780.7626953125,,,,,,,3055.86669921875,193.88174438476562,,,,,,,,,,21246.744140625,,,,,,,,,,,,,,,,,19798.994140625,15668.185546875,14896.4501953125,33173.44921875,,963.2221069335938,,,,,1392.3333740234375,1319.9202880859375,1329.97216796875,1305.207275390625,1245.3568115234375,1326.9449462890625,,750.0516967773438,,,,,1452.6082763671875,1336.456787109375,1327.04931640625,6888.51416015625,,,,,778.6798095703125,,,
,866.9169921875,,1385.0689697265625,15644.4150390625,13455.693359375,13105.7490234375,12949.2431640625,1217.3096923828125,13775.3095703125,13734.828125,,,,,3675.0,10885.8759765625,1387.2723388671875,1734.0855712890625,838.005126953125,15991.3505859375,18811.77734375,869.385986328125,,,,,,1359.9827880859375,,1684.0750732421875,1896.7052001953125,1934.8515625,,,851.0376586914062,,,,,,7965.0947265625,,,,,,,3083.859619140625,195.0289764404297,,,,,,,,,,21246.744140625,,,,,,,,,,,,,,,,,19798.994140625,15668.185546875,14896.4501953125,33071.8046875,,963.2221069335938,,,,,1400.61669921875,1325.176025390625,1329.97216796875,1309.6290283203125,1243.7799072265625,1328.4442138671875,,757.10546875,,,,,1452.6082763671875,1338.7117919921875,1333.07080078125,6888.51416015625,,,,,778.6798095703125,,,
,866.9169921875,,1375.9130859375,15644.4150390625,13329.38671875,13105.7490234375,12851.142578125,1207.28369140625,13656.62890625,13624.0625,,,,,3675.0,10885.8759765625,1387.2723388671875,1719.7078857421875,828.2857666015625,15843.6396484375,18606.580078125,869.385986328125,,,,,,1327.7303466796875,,1677.257080078125,1885.736328125,1916.048828125,,,851.0376586914062,,,,,,7868.07763671875,,,,,,,3065.19775390625,194.146484375,,,,,,,,,,21246.744140625,,,,,,,,,,,,,,,,,19798.994140625,15668.185546875,14896.4501953125,33004.01953125,,961.3054809570312,,,,,1399.1103515625,1322.923583984375,1334.505859375,1309.6290283203125,1246.1458740234375,1326.195556640625,,755.5379638671875,,,,,1446.482177734375,1337.960205078125,1332.3182373046875,6910.734375,,,,,779.4417114257812,,,
,866.9169921875,,1357.6007080078125,15303.685546875,13177.822265625,12792.923828125,12646.767578125,1190.573974609375,13461.65625,13428.0966796875,,,,,3695.0,10885.8759765625,1387.2723388671875,1694.9466552734375,819.6468505859375,15672.6103515625,18372.076171875,853.4192504882812,,,,,,1316.0836181640625,,1656.8028564453125,1855.5718994140625,1888.29296875,,,833.2371215820312,,,,,,7751.6572265625,,,,,,,3023.20849609375,192.20501708984375,,,,,,,,,,20993.806640625,,,,,,,,,,,,,,,,,19798.994140625,15668.185546875,14896.4501953125,32665.18359375,,948.8458862304688,,,,,1393.8392333984375,1322.923583984375,1334.505859375,1309.6290283203125,1234.3157958984375,1326.195556640625,,747.7005004882812,,,,,1428.8699951171875,1337.2083740234375,1326.296630859375,6895.92236328125,,,,,779.4417114257812,,,
,866.9169921875,,1358.433349609375,15371.830078125,13186.244140625,12792.923828125,12703.9921875,1196.4222412109375,13529.4736328125,13428.0966796875,,,,,3690.0,10885.8759765625,1387.2723388671875,1701.336669921875,814.2471923828125,15695.931640625,18474.67578125,855.0157470703125,,,,,,1314.2918701171875,,1666.177734375,1864.7127685546875,1898.1419677734375,,,833.2371215820312,,,,,,7887.48046875,,,,,,,3055.86669921875,194.2347412109375,,,,,,,,,,20993.806640625,,,,,,,,,,,,,,,,,19798.994140625,15668.185546875,14896.4501953125,32665.18359375,,948.8458862304688,,,,,1393.086181640625,1319.1695556640625,1334.505859375,1308.8922119140625,1242.2025146484375,1326.195556640625,,752.4029541015625,,,,,1428.8699951171875,1334.2015380859375,1324.7913818359375,6918.14306640625,,,,,779.4417114257812,,,
,866.9169921875,,1371.7510986328125,15371.830078125,13295.70703125,12916.40625,12695.814453125,1195.5870361328125,13512.5185546875,13428.0966796875,,,,,3695.0,10885.8759765625,1387.2723388671875,1698.1417236328125,815.3272705078125,15734.80078125,18386.73828125,850.22607421875,,,,,,1329.522216796875,,1662.7686767578125,1862.884521484375,1898.1419677734375,,,835.7800903320312,,,,,,8003.9013671875,,,,,,,3079.194091796875,194.6759490966797,,,,,,,,,,20831.205078125,,,,,,,,,,,,,,,,,19658.07421875,15668.185546875,14896.4501953125,32665.18359375,,958.4300537109375,,,,,1402.1224365234375,1327.42822265625,1334.505859375,1314.0516357421875,1252.45556640625,1333.6923828125,,762.5917358398438,,,,,1434.9962158203125,1343.221435546875,1333.8240966796875,6918.14306640625,,,,,779.4417114257812,,,
,866.9169921875,,1359.2655029296875,15284.21484375,13152.5615234375,12809.3896484375,12646.767578125,1191.4091796875,13478.6103515625,13428.0966796875,,,,,3675.0,10885.8759765625,1387.2723388671875,1690.9527587890625,807.7677612304688,15618.1923828125,18269.48046875,850.22607421875,,,,,,1310.7081298828125,,1654.24609375,1846.4312744140625,1895.4559326171875,,,834.9323120117188,,,,,,7838.97314453125,,,,,,,3037.204833984375,192.91104125976562,,,,,,,,,,20831.205078125,,,,,,,,,,,,,,,,,19728.53515625,15668.185546875,14896.4501953125,32665.18359375,,958.4300537109375,,,,,1408.8995361328125,1336.437744140625,1348.10791015625,1314.0516357421875,1252.45556640625,1341.938720703125,,764.9429321289062,,,,,1426.5728759765625,1352.24169921875,1345.86767578125,6925.55078125,,,,,779.4417114257812,,,
,866.9169921875,,1347.6123046875,15177.126953125,13043.09765625,12652.9765625,12556.8427734375,1181.3836669921875,13359.9296875,13317.3310546875,,,,,3660.0,10885.8759765625,1344.5496826171875,1675.77685546875,809.927734375,15493.8046875,18174.2109375,839.847412109375,,,,,,1306.2286376953125,,1640.6097412109375,1852.82958984375,1872.1768798828125,,,826.4559936523438,,,,,,7712.85009765625,,,,,,,3009.21240234375,189.7340850830078,,,,,,,,,,20831.205078125,,,,,,,,,,,,,,,,,19552.38671875,15668.185546875,15089.908203125,32631.298828125,,958.4300537109375,,,,,1405.8875732421875,1325.926513671875,1337.5286865234375,1315.5252685546875,1246.1458740234375,1332.9423828125,,761.0242309570312,,,,,1420.447021484375,1344.7249755859375,1336.0819091796875,6925.55078125,,,,,784.7752075195312,,,
,865.1514282226562,,1350.109375,15225.8037109375,13059.9384765625,12644.7451171875,12573.19140625,1181.3836669921875,13376.884765625,13317.3310546875,,,,,3670.0,10885.8759765625,1344.5496826171875,1687.7578125,818.5669555664062,15587.095703125,18254.826171875,845.4360961914062,,,,,,1302.64501953125,,1639.7572021484375,1835.4622802734375,1868.5955810546875,,,824.7606201171875,,,,,,7625.53466796875,,,,,,,2995.21630859375,189.9988250732422,,,,,,,,,,20831.205078125,,,,,,,,,,,,,,,,,19429.08203125,15668.185546875,15056.2626953125,32699.068359375,,958.4300537109375,,,,,1430.7373046875,1351.4544677734375,1360.1988525390625,1338.371826171875,1246.1458740234375,1353.1842041015625,,758.6730346679688,,,,,1429.6358642578125,1367.2750244140625,1360.1693115234375,7014.43359375,,,,,796.9657592773438,,,
,866.0342407226562,,1354.271240234375,15196.5986328125,13093.619140625,12743.5302734375,12556.8427734375,1179.7125244140625,13376.884765625,13359.931640625,,,,,3675.0,10885.8759765625,1344.5496826171875,1678.9716796875,809.927734375,15695.931640625,18276.80859375,839.847412109375,,,,,,1290.9984130859375,,1625.2689208984375,1838.2044677734375,1878.4443359375,,,825.6082763671875,,,,,,7654.640625,,,,,,,2995.21630859375,189.29283142089844,,,,,,,,,,20831.205078125,,,,,,,,,,,,,,,,,19429.08203125,15787.7861328125,15056.2626953125,32665.18359375,,958.4300537109375,,,,,1421.701171875,1346.1986083984375,1356.420166015625,1331.7388916015625,1250.0897216796875,1348.6859130859375,,768.0780029296875,,,,,1424.2755126953125,1361.2615966796875,1352.641845703125,6999.6201171875,,,,,796.9657592773438,,,
,866.0342407226562,,1342.6180419921875,15196.5986328125,13000.99609375,12587.1171875,12532.3173828125,1179.7125244140625,13334.501953125,13300.2900390625,,,,,3670.0,10885.8759765625,1345.3555908203125,1678.9716796875,809.927734375,15486.033203125,18196.197265625,839.847412109375,,,,,,1282.93505859375,,1625.2689208984375,1836.3765869140625,1871.281494140625,,,825.6082763671875,,,,,,7596.4296875,,,,,,,2995.21630859375,188.8515625,,,,,,,,,,20605.3671875,,,,,,,,,,,,,,,,,19429.08203125,15787.7861328125,15056.2626953125,32563.5234375,,958.4300537109375,,,,,1417.182861328125,1339.4412841796875,1356.420166015625,1325.843017578125,1253.244384765625,1344.1875,,768.0780029296875,,,,,1419.6812744140625,1355.248291015625,1347.3729248046875,6962.58544921875,,,,,796.9657592773438,,,
,866.0342407226562,,1350.109375,15177.126953125,13068.3583984375,12718.8359375,12524.1416015625,1178.0413818359375,13351.453125,13300.2900390625,,,,,3660.0,10439.1552734375,1345.3555908203125,1681.3681640625,812.0875854492188,15602.64453125,18240.1640625,839.847412109375,,,,,,1295.477783203125,,1625.2689208984375,1853.74365234375,1882.025634765625,,,824.7606201171875,,,,,,7703.1484375,,,,,,,3018.54345703125,190.351806640625,,,,,,,,,,20605.3671875,,,,,,,,,,,,,,,,,19429.08203125,15843.6015625,15081.5009765625,32699.068359375,,960.3469848632812,,,,,1415.6766357421875,1340.94287109375,1356.420166015625,1327.317138671875,1257.9765625,1345.687255859375,,772.7805786132812,,,,,1425.0416259765625,1357.5032958984375,1348.125244140625,6984.8046875,,,,,793.1561889648438,,,
,866.0342407226562,,1315.9818115234375,14875.337890625,12798.9091796875,12364.84765625,12295.2421875,1157.1544189453125,13088.662109375,13078.7587890625,,,,,3650.0,10329.43359375,1326.81591796875,1656.606689453125,802.3682861328125,15221.7109375,17917.72265625,830.2675170898438,,,,,,1297.26953125,,1602.2579345703125,1852.82958984375,1880.2347412109375,,,809.5029907226562,,,,,,7635.23681640625,,,,,,,2995.21630859375,189.4693145751953,,,,,,,,,,19828.48828125,,,,,,,,,,,,,,,,,19129.630859375,15843.6015625,15081.5009765625,32732.951171875,,960.3469848632812,,,,,1412.6649169921875,1338.6904296875,1354.153076171875,1325.843017578125,1253.244384765625,1341.938720703125,,770.4290771484375,,,,,1400.53759765625,1352.9930419921875,1346.6201171875,6962.58544921875,,,,,793.1561889648438,,,
,867.7998657226562,,1303.4964599609375,14797.4560546875,12773.6484375,12183.7373046875,12278.890625,1155.4832763671875,13063.2294921875,13044.6787109375,,,,,3640.0,10329.43359375,1313.1124267578125,1649.4180908203125,800.2086181640625,15081.77734375,17910.392578125,826.2758178710938,,,,,,1320.563232421875,,1574.9854736328125,1851.00146484375,1896.3515625,,,805.2647705078125,,,,,,7780.7626953125,,,,,,,3032.539306640625,191.675537109375,,,,,,,,,,19828.48828125,,,,,,,,,,,,,,,,,18927.0625,15867.525390625,15081.5009765625,32631.298828125,,959.3884887695312,,,,,1421.701171875,1340.94287109375,1349.619140625,1326.5797119140625,1257.9765625,1342.688720703125,,773.5642700195312,,,,,1396.708984375,1359.0062255859375,1349.630859375,6962.58544921875,,,,,793.1561889648438,,,
,867.7998657226562,,1310.1551513671875,14797.4560546875,12697.865234375,12175.5068359375,12278.890625,1148.7994384765625,13071.70703125,13078.7587890625,,,,,3645.0,10337.2705078125,1313.1124267578125,1653.41162109375,798.0485229492188,15369.419921875,17903.0625,831.8641967773438,,,,,,1315.1876220703125,,1610.780517578125,1851.00146484375,1883.816650390625,,,812.8936767578125,,,,,,7644.93896484375,,,,,,,3009.21240234375,189.82229614257812,,,,,,,,,,19828.48828125,,,,,,,,,,,,,,,,,19120.822265625,15867.525390625,15081.5009765625,32699.068359375,,959.3884887695312,,,,,1417.93603515625,1336.437744140625,1350.3751220703125,1331.001953125,1261.9195556640625,1350.1851806640625,,773.5642700195312,,,,,1392.114501953125,1360.5101318359375,1351.8890380859375,6992.212890625,,,,,793.1561889648438,,,
,867.7998657226562,,1291.0106201171875,14739.0439453125,12537.87890625,11854.44921875,12197.140625,1135.431640625,12978.458984375,12959.474609375,,,,,3625.0,10337.2705078125,1313.1124267578125,1644.6256103515625,794.8087768554688,15151.74609375,17763.83203125,826.2758178710938,,,,,,1294.5819091796875,858.4083251953125,1593.7353515625,1835.4622802734375,1882.9212646484375,,,806.9598388671875,,,,,,7664.34228515625,,,,,,,3009.21240234375,190.26356506347656,,,,,,,,,,19494.24609375,,,,,,,,,,,,,,,,,19120.822265625,15867.525390625,14963.73828125,32868.4921875,,959.3884887695312,721.2028198242188,,,,1420.195068359375,1334.185791015625,1351.130859375,1331.7388916015625,1258.76513671875,1344.9376220703125,,775.91552734375,,,,,1382.9259033203125,1357.5032958984375,1350.3834228515625,6969.99169921875,,,,,789.3467407226562,,,
,868.6826782226562,,1310.9876708984375,14914.279296875,12706.2841796875,12052.021484375,12278.890625,1143.78662109375,13097.140625,12967.9951171875,,,,,3635.0,10298.0859375,1313.1124267578125,1654.2105712890625,800.2086181640625,15338.322265625,17939.708984375,835.0577392578125,,,,,,1315.1876220703125,853.7728881835938,1603.10986328125,1871.1112060546875,1905.3048095703125,,,809.5029907226562,,,,,,7780.7626953125,,,,,,,3041.87060546875,192.20501708984375,,,,,,,,,,19494.24609375,,,,,,,,,,,,,,,,,19041.55859375,15867.525390625,14778.689453125,32597.40234375,,959.3884887695312,717.3081665039062,,,,1426.219482421875,1338.6904296875,1360.1988525390625,1331.7388916015625,1260.34228515625,1353.93359375,,784.5368041992188,,,,,1399.7720947265625,1365.771728515625,1357.157958984375,6955.17626953125,,,,,793.9182739257812,,,
,868.6826782226562,,1338.15478515625,15060.306640625,12967.3310546875,12391.947265625,12426.041015625,1170.7984619140625,13224.296875,13087.28125,,,,,3670.0,10298.0859375,1314.80712890625,1665.3929443359375,808.3021850585938,15517.1259765625,18190.6640625,841.4442138671875,,,,,,1316.9794921875,858.296630859375,1619.30322265625,1882.0799560546875,1918.735107421875,,,821.3700561523438,,,,,,7887.48046875,,,,,,,3065.19775390625,193.6169891357422,,,,,,,,,,19494.24609375,,,,,,,,,,,,,,,,,19041.55859375,15652.232421875,14778.689453125,32665.18359375,,963.2221069335938,719.2626953125,,,,1429.9842529296875,1351.5718994140625,1362.4656982421875,1341.31982421875,1261.1314697265625,1361.4307861328125,,787.6717529296875,,,,,1411.567138671875,1368.7783203125,1362.4273681640625,6984.8046875,,,,,793.9182739257812,,,
,868.6826782226562,,1339.8369140625,15060.306640625,13035.3564453125,12383.6376953125,12458.7421875,1174.1749267578125,13292.115234375,13307.4951171875,,,,,3675.0,10478.3408203125,1364.8489990234375,1671.782958984375,816.9589233398438,15416.0654296875,18308.068359375,846.2343139648438,,,,,,1330.4180908203125,886.7356567382812,1619.30322265625,1896.7052001953125,1934.8515625,,,823.0653076171875,,,,,,7994.19970703125,,,,,,,3107.186767578125,195.7349395751953,,,,,,,,,,19548.451171875,,,,,,,,,,,,,,,,,19473.1171875,15844.333984375,14915.36328125,33169.0625,,963.2221069335938,734.9056396484375,,,,1420.9482421875,1341.7559814453125,1362.4656982421875,1330.26513671875,1275.569091796875,1347.9364013671875,,787.6717529296875,,,,,1417.73486328125,1362.7650146484375,1354.9000244140625,7007.21630859375,,,,,795.4420776367188,,,
,868.6826782226562,,1322.174072265625,14982.423828125,12873.7958984375,12242.345703125,12360.6416015625,1164.8895263671875,13020.845703125,13126.849609375,,,,,3675.0,9937.5732421875,1349.513671875,1651.8140869140625,806.1382446289062,15245.0341796875,18087.9296875,838.2508544921875,,,,,,1309.8123779296875,868.7091064453125,1610.780517578125,1892.135009765625,1928.583740234375,,,823.0653076171875,,,,,,7887.48046875,,,,,,,3088.524658203125,195.20542907714844,,,,,,,,,,19476.18359375,,,,,,,,,,,,,,,,,19103.208984375,15844.333984375,14915.36328125,33305.9765625,,963.2221069335938,734.184326171875,,,,1417.93603515625,1341.7559814453125,1362.4656982421875,1331.7388916015625,1266.0494384765625,1335.1912841796875,,781.401611328125,,,,,1402.31591796875,1360.5101318359375,1351.1363525390625,6992.27734375,,,,,795.4420776367188,,,
,868.6826782226562,,1333.94921875,15070.0390625,12950.326171875,12283.90234375,12442.3916015625,1169.1102294921875,13097.140625,13126.849609375,,,,,3660.0,9937.5732421875,1349.513671875,1658.2042236328125,806.1382446289062,15330.548828125,18124.62109375,839.04931640625,,,,,,1328.626220703125,868.7091064453125,1612.485107421875,1900.3616943359375,1947.386474609375,,,823.0653076171875,,,,,,8042.7080078125,,,,,,,3125.8486328125,197.67642211914062,,,,,,,,,,19476.18359375,,,,,,,,,,,,,,,,,19103.208984375,15844.333984375,14915.36328125,33545.58984375,,963.2221069335938,732.0206909179688,,,,1421.701171875,1347.04150390625,1353.397705078125,1335.423828125,1272.395751953125,1338.1905517578125,,790.8067016601562,,,,,1410.0252685546875,1365.771728515625,1354.9000244140625,6992.27734375,,,,,795.4420776367188,,,
,868.6826782226562,,1351.612060546875,15264.7451171875,13111.884765625,12433.50390625,12581.3662109375,1184.304443359375,13232.7744140625,13333.30078125,,,,,3655.0,9937.5732421875,1347.8995361328125,1673.380615234375,811.548583984375,15439.3876953125,18249.365234375,845.4360961914062,,,,,,1345.6484375,868.7091064453125,1626.9736328125,1915.9007568359375,1957.2349853515625,,,828.151123046875,,,,,,8217.3388671875,,,,,,,3158.50634765625,199.17665100097656,,,,,,,,,,19476.18359375,,,,,,,,,,,,,,,,,19728.53515625,15844.333984375,14915.36328125,33682.50390625,,963.2221069335938,732.0206909179688,,,,1423.9600830078125,1346.2867431640625,1355.6649169921875,1332.4757080078125,1273.9818115234375,1335.9412841796875,,793.1582641601562,,,,,1423.9019775390625,1362.7650146484375,1354.9000244140625,6999.748046875,,,,,793.1561889648438,,,
,868.6826782226562,,1351.612060546875,15264.7451171875,13111.884765625,12433.50390625,12581.3662109375,1184.304443359375,13369.8134765625,13333.30078125,,,,,3655.0,10323.482421875,1347.8995361328125,1673.380615234375,811.548583984375,15439.3876953125,18249.365234375,845.4360961914062,,,,,,1345.6484375,868.7091064453125,1626.9736328125,1915.9007568359375,1957.2349853515625,,,828.151123046875,,,,,,8217.3388671875,,,,,,,3158.50634765625,199.17665100097656,,,,,,,,,,19592.501953125,,,,,,,,,,,,,,,,,19921.5234375,15844.333984375,14915.36328125,33682.50390625,,963.2221069335938,732.0206909179688,,,,1423.9600830078125,1346.2867431640625,1355.6649169921875,1332.4757080078125,1273.9818115234375,1346.2913818359375,,793.1582641601562,,,,,1423.9019775390625,1362.7650146484375,1354.9000244140625,6999.748046875,,,,,793.1561889648438,,,
,868.6826782226562,,1362.5457763671875,15264.7451171875,13239.431640625,12549.859375,12663.119140625,1191.0572509765625,13464.0263671875,13479.5380859375,,,,,3655.0,10323.482421875,1364.8489990234375,1696.544189453125,820.2051391601562,15657.0615234375,18462.1640625,854.217529296875,,,,,,1339.3770751953125,882.4437255859375,1645.7232666015625,1917.7288818359375,1964.39794921875,,,838.3230590820312,,,,,,8091.216796875,,,,,,,3144.510498046875,199.17665100097656,,,,,,,,,,19592.501953125,,,,,,,,,,,,,,,,,20054.92578125,16102.62890625,14889.89453125,33716.7265625,,963.2221069335938,738.5115966796875,,,,1428.47802734375,1347.7967529296875,1356.420166015625,1334.68701171875,1270.80908203125,1351.5804443359375,,790.0231323242188,,,,,1439.320556640625,1367.2750244140625,1357.157958984375,7007.21630859375,,,,,793.1561889648438,,,
,866.9169921875,,1363.386962890625,15264.7451171875,13256.4384765625,12574.7919921875,12703.9921875,1194.4337158203125,13532.544921875,13513.9453125,,,,,3655.0,10559.5888671875,1364.8489990234375,1698.1417236328125,820.2051391601562,15695.931640625,18564.89453125,855.8145141601562,,,,,,1349.232177734375,894.46142578125,1650.8370361328125,1928.6978759765625,1977.828125,,,839.170654296875,,,,,,8246.443359375,,,,,,,3177.16796875,201.11810302734375,,,,,,,,,,20201.361328125,,,,,,,,,,,,,,,,,20054.92578125,16142.98046875,14889.89453125,33785.19140625,,963.2221069335938,738.5115966796875,,,,1432.2431640625,1350.0615234375,1363.221435546875,1337.634765625,1274.7752685546875,1354.60205078125,,790.0231323242188,,,,,1437.7786865234375,1371.0330810546875,1359.415771484375,7007.21630859375,,,,,793.1561889648438,,,
,869.5656127929688,,1360.86376953125,15264.7451171875,13222.42578125,12591.4150390625,12695.814453125,1193.58984375,13515.416015625,13496.7421875,,,,,3630.0,10559.5888671875,1364.8489990234375,1698.1417236328125,821.2871704101562,15657.0615234375,18572.228515625,859.0076293945312,,,,,,1353.7115478515625,884.160400390625,1644.8712158203125,1933.2684326171875,1977.828125,,,838.3230590820312,,,,,,8217.3388671875,,,,,,,3172.5029296875,200.67684936523438,,,,,,,,,,20201.361328125,,,,,,,,,,,,,,,,,20054.92578125,16142.98046875,14889.89453125,33750.95703125,,961.3054809570312,739.23291015625,,,,1428.47802734375,1352.326904296875,1357.931640625,1337.634765625,1277.1549072265625,1350.8245849609375,,782.1856079101562,,,,,1433.923828125,1368.026611328125,1357.91064453125,7029.62744140625,,,,,793.1561889648438,,,
,870.4483642578125,,1346.5654296875,15284.21484375,13145.8984375,12491.6806640625,12679.4677734375,1190.213134765625,13481.1572265625,13436.52734375,,,,,3640.0,10559.5888671875,1364.8489990234375,1688.556884765625,818.040771484375,15555.9970703125,18542.8828125,859.0076293945312,,,,,,1325.9385986328125,878.1517333984375,1645.7232666015625,1912.2445068359375,1963.501953125,,,835.7800903320312,,,,,,8178.5322265625,,,,,,,3153.8408203125,199.44137573242188,,,,,,,,,,20028.69921875,,,,,,,,,,,,,,,,,20054.92578125,16126.8427734375,14889.89453125,33511.34765625,,961.3054809570312,737.7904052734375,,,,1432.9962158203125,1353.08203125,1357.931640625,1338.371826171875,1275.569091796875,1353.8463134765625,,786.1043090820312,,,,,1426.985595703125,1371.7845458984375,1361.6744384765625,7029.62744140625,,,,,793.1561889648438,,,
