Date,Price
2024-12-11,500.0
2024-12-12,502.3999938964844
2024-12-13,503.70001220703125
2024-12-16,498.79998779296875
2024-12-17,495.8999938964844
2024-12-18,496.6000061035156
2024-12-19,492.5
2024-12-20,488.29998779296875
2024-12-23,493.5
2024-12-24,491.70001220703125
2024-12-25,492.6000061035156
2024-12-26,496.29998779296875
2024-12-27,504.1000061035156
2024-12-30,502.5
2025-01-06,493.1000061035156
2025-01-07,500.0
2025-01-08,502.5
2025-01-09,502.79998779296875
2025-01-10,504.6000061035156
2025-01-14,496.70001220703125
2025-01-15,493.6000061035156
2025-01-16,492.0
2025-01-17,489.3999938964844
2025-01-20,494.8999938964844
2025-01-21,490.1000061035156
2025-01-22,493.6000061035156
2025-01-23,488.0
2025-01-24,500.29998779296875
2025-01-27,500.5
2025-01-28,505.29998779296875
2025-01-29,516.5
2025-01-30,509.70001220703125
2025-01-31,508.79998779296875
2025-02-03,502.20001220703125
2025-02-04,505.5
2025-02-05,511.1000061035156
2025-02-06,524.2000122070312
2025-02-07,525.2000122070312
2025-02-10,534.7999877929688
2025-02-12,543.7000122070312
2025-02-13,538.9000244140625
2025-02-14,528.5
2025-02-17,534.2000122070312
2025-02-18,537.2000122070312
2025-02-19,534.4000244140625
2025-02-20,535.2000122070312
2025-02-21,530.7000122070312
2025-02-25,527.7000122070312
2025-02-26,523.9000244140625
2025-02-27,524.0
2025-02-28,510.70001220703125
2025-03-03,518.0
2025-03-04,507.1000061035156
2025-03-05,507.0
2025-03-06,508.29998779296875
2025-03-07,498.3999938964844
2025-03-10,504.29998779296875
2025-03-11,504.0
2025-03-12,512.7000122070312
2025-03-13,510.20001220703125
2025-03-14,519.0999755859375
2025-03-17,521.7000122070312
2025-03-18,522.9000244140625
2025-03-19,522.9000244140625
2025-03-21,525.4000244140625
2025-03-24,520.7999877929688
2025-03-25,525.0
2025-03-26,529.7999877929688
2025-03-27,523.5
2025-03-28,524.0999755859375
2025-03-31,509.79998779296875
2025-04-01,500.1000061035156
2025-04-02,500.6000061035156
2025-04-03,492.29998779296875
2025-04-04,472.0
2025-04-07,422.0
2025-04-08,462.6000061035156
2025-04-09,451.6000061035156
2025-04-10,483.29998779296875
2025-04-11,495.6000061035156
2025-04-14,496.0
2025-04-15,501.1000061035156
2025-04-16,493.6000061035156
2025-04-17,505.20001220703125
2025-04-18,524.7000122070312
2025-04-21,524.7000122070312
2025-04-22,519.0
2025-04-23,519.5
2025-04-24,519.5
2025-04-25,523.2999877929688
2025-04-28,528.5
2025-04-30,533.7999877929688
2025-05-01,533.0999755859375
2025-05-02,532.0
2025-05-07,534.0
2025-05-08,529.0
2025-05-09,534.9000244140625
2025-05-12,540.0
2025-05-13,544.0999755859375
2025-05-14,547.5999755859375
2025-05-15,555.5999755859375
2025-05-16,560.2999877929688
2025-05-19,560.5
2025-05-20,566.9000244140625
2025-05-21,559.7000122070312
2025-05-22,560.5
2025-05-23,561.5999755859375
2025-05-26,571.0
2025-05-27,577.0
2025-05-28,582.2999877929688
2025-05-29,579.7999877929688
2025-05-30,582.5
2025-06-02,585.4000244140625
2025-06-03,595.2000122070312
2025-06-04,599.2999877929688
2025-06-05,596.7000122070312
2025-06-06,585.7000122070312
2025-06-09,588.2999877929688
2025-06-10,595.9000244140625
2025-06-11,601.7999877929688
2025-06-12,598.7999877929688
2025-06-13,590.2999877929688
2025-06-16,598.7000122070312
2025-06-17,594.7999877929688
2025-06-18,596.7000122070312
2025-06-19,594.4000244140625
2025-06-20,590.9000244140625
2025-06-23,588.0
2025-06-24,594.0
2025-06-25,593.5
2025-06-26,583.0
2025-06-27,574.9000244140625
2025-06-30,587.2999877929688
2025-07-01,574.5999755859375
2025-07-02,559.4000244140625
2025-07-03,555.2999877929688
2025-07-04,558.5
2025-07-07,564.5
2025-07-08,576.5999755859375
2025-07-09,583.5999755859375
2025-07-10,590.0
2025-07-11,585.0
2025-07-14,584.2000122070312
2025-07-15,572.5
2025-07-16,576.7999877929688
2025-07-17,587.5999755859375
2025-07-18,578.0999755859375
2025-07-22,583.0
2025-07-23,595.2000122070312
2025-07-24,594.5999755859375
2025-07-25,598.5999755859375
2025-07-28,599.4000244140625
2025-07-29,589.0
2025-07-30,592.0
2025-07-31,596.2000122070312
2025-08-01,599.2000122070312
2025-08-04,598.0
2025-08-05,606.0
2025-08-06,605.0
2025-08-07,613.9000244140625
2025-08-08,611.5
2025-08-12,609.0999755859375
2025-08-13,608.5999755859375
2025-08-14,611.0
2025-08-15,617.7000122070312
2025-08-18,630.4000244140625
2025-08-19,627.7000122070312
2025-08-20,619.5999755859375
2025-08-21,615.7999877929688
2025-08-22,613.5999755859375
2025-08-25,619.0
2025-08-26,615.0
2025-08-27,612.2000122070312
2025-08-28,610.5999755859375
2025-08-29,612.7999877929688
2025-09-01,611.0
2025-09-02,606.5
2025-09-03,594.0
2025-09-04,595.2999877929688
2025-09-05,602.5
2025-09-08,606.7999877929688
2025-09-09,607.7000122070312
2025-09-10,606.2999877929688
2025-09-11,599.7000122070312
2025-09-12,597.4000244140625
2025-09-16,602.4000244140625
2025-09-17,601.5999755859375
2025-09-18,598.7000122070312
2025-09-19,607.9000244140625
2025-09-22,608.5
2025-09-24,603.9000244140625
2025-09-25,597.5999755859375
2025-09-26,597.2000122070312
2025-09-29,594.9000244140625
2025-09-30,585.0
2025-10-01,567.0
2025-10-02,563.5
2025-10-03,574.0999755859375
2025-10-06,598.0
2025-10-07,590.2999877929688
2025-10-08,592.7000122070312
2025-10-09,597.7999877929688
