BIL,HYG,IEF,QQQ,SPY,TLT
91.61000061035156,79.63999938964844,94.12999725341797,526.5,604.3300170898438,91.08000183105469
91.63999938964844,79.41000366210938,93.69000244140625,530.530029296875,604.2100219726562,90.1500015258789
91.6500015258789,79.55999755859375,93.72000122070312,538.1699829101562,606.7899780273438,90.41999816894531
91.66000366210938,79.38999938964844,93.72000122070312,535.7999877929688,604.2899780273438,90.63999938964844
91.66000366210938,78.16999816894531,92.69000244140625,516.469970703125,586.280029296875,89.16000366210938
91.29000091552734,78.08999633789062,92.2699966430664,514.1699829101562,586.0999755859375,87.80999755859375
91.33000183105469,78.58000183105469,92.61000061035156,518.6599731445312,591.1500244140625,88.30999755859375
91.33000183105469,78.37000274658203,92.19999694824219,522.8699951171875,594.6900024414062,87.5
91.3499984741211,78.62000274658203,92.25,529.9600219726562,601.2999877929688,87.87000274658203
91.37000274658203,78.81999969482422,92.31999969482422,529.5999755859375,601.3400268554688,87.81999969482422
91.41000366210938,78.55000305175781,92.08000183105469,522.5599975585938,595.010009765625,87.0999984741211
91.41000366210938,78.66000366210938,92.62000274658203,515.6099853515625,588.219970703125,87.80000305175781
91.43000030517578,78.6500015258789,92.44999694824219,511.2300109863281,586.0800170898438,87.33000183105469
91.44999694824219,78.83999633789062,92.5,510.2300109863281,584.6400146484375,87.56999969482422
91.45999908447266,78.95999908447266,92.3499984741211,518.5800170898438,591.9500122070312,87.29000091552734
91.47000122070312,79.0999984741211,92.26000213623047,524.5399780273438,595.3599853515625,86.9000015258789
91.48999786376953,78.83999633789062,91.83999633789062,515.1799926757812,588.6300048828125,85.91999816894531
91.51000213623047,78.94000244140625,92.0,515.27001953125,589.489990234375,86.02999877929688
91.54000091552734,78.52999877929688,91.33000183105469,507.19000244140625,580.489990234375,85.45999908447266
91.55000305175781,78.51000213623047,91.16999816894531,505.55999755859375,581.3900146484375,85.43000030517578
91.56999969482422,78.61000061035156,91.19999694824219,505.0799865722656,582.1900024414062,85.29000091552734
91.58000183105469,79.30000305175781,92.16000366210938,516.7000122070312,592.780029296875,86.76000213623047
91.58000183105469,79.38999938964844,92.37999725341797,513.0800170898438,591.6400146484375,87.04000091552734
91.62999725341797,79.45999908447266,92.44999694824219,521.739990234375,597.5800170898438,87.19000244140625
91.62999725341797,79.66999816894531,92.76000213623047,524.7999877929688,603.0499877929688,87.97000122070312
91.6500015258789,79.55999755859375,92.5199966430664,531.510009765625,606.4400024414062,87.51000213623047
91.6500015258789,79.66000366210938,92.27999877929688,532.6400146484375,609.75,86.83000183105469
91.69000244140625,79.75,92.47000122070312,529.6300048828125,607.969970703125,87.22000122070312
91.69999694824219,79.80999755859375,93.06999969482422,514.2100219726562,599.3699951171875,88.25
91.69999694824219,79.77999877929688,93.08000183105469,521.8099975585938,604.52001953125,88.19000244140625
91.70999908447266,79.7300033569336,92.97000122070312,520.8300170898438,601.8099975585938,88.01000213623047
91.72000122070312,79.87999725341797,93.16999816894531,523.0499877929688,605.0399780273438,88.33999633789062
91.75,79.72000122070312,93.0199966430664,522.2899780273438,601.8200073242188,87.76000213623047
91.44999694824219,79.26000213623047,92.79000091552734,518.1099853515625,597.77001953125,88.16000366210938
91.44999694824219,79.51000213623047,93.0199966430664,524.469970703125,601.780029296875,88.43000030517578
91.45999908447266,79.72000122070312,93.55999755859375,526.8499755859375,604.219970703125,89.88999938964844
91.4800033569336,79.5999984741211,93.44999694824219,529.5999755859375,606.3200073242188,89.8499984741211
91.5,79.3499984741211,93.13999938964844,522.9199829101562,600.77001953125,89.2699966430664
91.51000213623047,79.51000213623047,93.12000274658203,529.25,604.8499755859375,89.0
91.5199966430664,79.4800033569336,92.87999725341797,527.989990234375,605.3099975585938,88.43000030517578
91.52999877929688,79.30999755859375,92.23999786376953,528.2999877929688,603.3599853515625,87.2300033569336
91.55000305175781,79.66999816894531,92.93000030517578,535.9000244140625,609.72998046875,88.68000030517578
91.58000183105469,79.76000213623047,93.31999969482422,538.1500244140625,609.7000122070312,89.1500015258789
91.5999984741211,79.69000244140625,92.81999969482422,539.3699951171875,611.489990234375,88.0999984741211
91.61000061035156,79.75,92.97000122070312,539.52001953125,612.9299926757812,88.20999908447266
91.62999725341797,79.80000305175781,93.16000366210938,537.22998046875,610.3800048828125,88.54000091552734
91.66000366210938,79.6500015258789,93.70999908447266,526.0800170898438,599.9400024414062,89.61000061035156
91.66999816894531,79.75,93.91000366210938,519.8699951171875,597.2100219726562,89.87000274658203
91.66999816894531,79.94999694824219,94.6500015258789,513.3200073242188,594.239990234375,91.41999816894531
91.69000244140625,80.05999755859375,94.91000366210938,514.5599975585938,594.5399780273438,91.95999908447266
91.69999694824219,79.91000366210938,94.80000305175781,500.2699890136719,585.0499877929688,91.30999755859375
91.72000122070312,80.12999725341797,95.31999969482422,508.1700134277344,594.1799926757812,92.43000030517578
91.44999694824219,79.58999633789062,95.38999938964844,497.04998779296875,583.77001953125,92.56999969482422
91.44999694824219,79.58000183105469,95.08999633789062,495.54998779296875,576.8599853515625,91.43000030517578
91.45999908447266,79.62000274658203,94.55999755859375,502.010009765625,583.0599975585938,90.69999694824219
91.47000122070312,79.31999969482422,94.51000213623047,488.20001220703125,572.7100219726562,90.4000015258789
91.51000213623047,79.44999694824219,94.38999938964844,491.7900085449219,575.9199829101562,90.11000061035156
91.5199966430664,79.1500015258789,95.05000305175781,472.7300109863281,560.5800170898438,91.05000305175781
91.52999877929688,78.87000274658203,94.70999908447266,471.6000061035156,555.9199829101562,90.4000015258789
